" ";"Instrument";"Test";"QC";"QC lot No.";"Target mean";"Target SD";"SDI";"Number of values";"Bias";"Calculated mean";"Calculated SD";"CV%";"Usage"
"";"C6000-B:C2";"TOTAL CHOLESTEROL";"PCCC 2-B";"519198";"4.480";"0.220";"-0.073";"10";"-0.004";"4.464";"0.041";"0.910";"Study"
"";"C6000-B:C2";"GLUCOSE";"PCCC 2-B";"519198";"13.400";"0.700";"-0.009";"311";"0.000";"13.393";"0.343";"2.562";"Study"
"";"C6000-B:C2";"MAGNESIUM";"PCCC 2-B";"519198";"1.350";"0.050";"0.107";"370";"0.004";"1.355";"0.032";"2.351";"Study"
"";"C6000-B:C2";"PHOSPHATE";"PCCC 2-B";"519198";"2.580";"0.130";"-0.123";"346";"-0.006";"2.564";"0.058";"2.281";"Study"
"";"C6000-B:C2";"UREA";"PCCC 2-B";"519198";"20.700";"1.000";"-0.767";"12";"-0.037";"19.933";"0.161";"0.810";"Study"
"";"C6000-B:C2";"CREATININE";"PCCC 2-B";"519198";"347.000";"21.000";"0.016";"759";"0.001";"347.335";"7.867";"2.265";"Study"
"";"C6000-B:ISE1";"SODIUM";"PCCC 2-B";"519198";"136.000";"4.000";"0.217";"279";"0.006";"136.867";"1.856";"1.356";"Study"
"";"C6000-B:ISE1";"POTASSIUM";"PCCC 2-B";"519198";"7.060";"0.210";"0.311";"280";"0.009";"7.125";"0.092";"1.289";"Study"
"";"C6000-B:ISE1";"CHLORIDE";"PCCC 2-B";"519198";"106.000";"3.000";"-0.053";"278";"-0.002";"105.840";"1.586";"1.499";"Study"
"";"C6000-B:C2";"ASPARTATE TRANSAMINASE";"PCCC 2-B";"519198";"146.000";"9.000";"0.086";"302";"0.005";"146.775";"5.150";"3.509";"Study"
"";"C6000-B:C2";"ALPHA 1-ANTITRYPSIN";"PCCC 2-B";"519198";"1.320";"0.060";"-0.525";"277";"-0.024";"1.289";"0.037";"2.863";"Study"
"";"C6000-B:C2";"APOPROTEIN A";"PCCC 2-B";"519198";"1.670";"0.130";"0.592";"116";"0.046";"1.747";"0.079";"4.510";"Study"
"";"C6000-B:C2";"APOPROTEIN B";"PCCC 2-B";"519198";"0.779";"0.062";"-0.239";"110";"-0.019";"0.764";"0.037";"4.809";"Study"
"";"C6000-A:C1";"ALANINE TRANSAMINASE";"PCCC 2";"519198";"120.000";"7.000";"-0.474";"369";"-0.028";"116.679";"2.825";"2.422";"Study"
"";"C6000-A:C1";"ASPARTATE TRANSAMINASE";"PCCC 2";"519198";"146.000";"9.000";"-0.261";"344";"-0.016";"143.651";"3.103";"2.160";"Study"
"";"C6000-A:C1";"TRANSFERRIN";"PCCC 2";"519198";"3.420";"0.210";"0.122";"425";"0.007";"3.446";"0.113";"3.288";"Study"
"";"C6000-A:C1";"GAMMA-GLUTAMYL TRANSFERASE";"PCCC 2";"519198";"225.000";"14.000";"-0.290";"349";"-0.018";"220.934";"3.569";"1.616";"Study"
"";"C6000-A:C1";"LACTATE DEHYDROGENASE";"PCCC 2";"519198";"310.000";"19.000";"-0.071";"361";"-0.004";"308.645";"6.764";"2.192";"Study"
"";"C6000-A:C1";"LIPASE";"PCCC 2";"519198";"101.000";"6.000";"-0.069";"382";"-0.004";"100.585";"3.579";"3.558";"Study"
"";"C6000-A:C1";"HDL CHOLESTEROL";"PCCC 2";"519198";"1.460";"0.120";"-0.027";"316";"-0.002";"1.457";"0.043";"2.962";"Study"
"";"C6000-A:C1";"CREATINE KINASE Gen 2";"PCCC 2";"519198";"264.000";"16.000";"-0.469";"329";"-0.028";"256.502";"4.949";"1.930";"Study"
"";"C6000-A:C1";"C-REACTIVE PROTEIN";"PCCC 2";"519198";"50.890";"3.600";"0.015";"366";"0.001";"50.944";"1.660";"3.259";"Study"
"";"C6000-A:C1";"TRIGLYCERIDE";"PCCC 2";"519198";"2.430";"0.120";"0.193";"385";"0.010";"2.453";"0.047";"1.935";"Study"
"";"C6000-A:ISE1";"SODIUM";"PCCC 2";"519198";"136.000";"4.000";"-0.029";"17";"-0.001";"135.882";"1.453";"1.069";"Study"
"";"C6000-A:ISE1";"POTASSIUM";"PCCC 2";"519198";"7.060";"0.210";"-0.006";"17";"0.000";"7.059";"0.078";"1.099";"Study"
"";"C6000-A:ISE1";"CHLORIDE";"PCCC 2";"519198";"106.000";"3.000";"-0.806";"17";"-0.023";"103.582";"0.968";"0.934";"Study"
"";"C6000-A:C1";"ALBUMIN";"PCCC 2";"519198";"50.200";"3.000";"-0.137";"371";"-0.008";"49.789";"0.912";"1.831";"Study"
"";"C6000-A:C1";"ALKALINE PHOSPHATASE";"PCCC 2";"519198";"248.000";"15.000";"-0.553";"20";"-0.033";"239.700";"6.359";"2.653";"Study"
"";"C6000-A:C1";"CONJUGATED BILIRUBIN";"PCCC 2";"519198";"40.700";"3.500";"0.304";"354";"0.026";"41.764";"1.786";"4.276";"Study"
"";"C6000-A:C1";"TOTAL BILIRUBIN";"PCCC 2";"519198";"61.800";"3.700";"-0.282";"417";"-0.017";"60.758";"2.322";"3.822";"Study"
"";"C6000-A:C1";"CALCIUM";"PCCC 2";"519198";"3.380";"0.140";"0.106";"378";"0.004";"3.395";"0.066";"1.949";"Study"
"";"C6000-A:C1";"TOTAL CHOLESTEROL";"PCCC 2";"519198";"4.480";"0.220";"-0.270";"15";"-0.013";"4.421";"0.041";"0.927";"Study"
"";"C6000-A:C1";"GLUCOSE";"PCCC 2";"519198";"13.400";"0.700";"0.100";"326";"0.005";"13.470";"0.277";"2.056";"Study"
"";"C6000-A:C1";"MAGNESIUM";"PCCC 2";"519198";"1.350";"0.050";"0.000";"389";"0.000";"1.350";"0.028";"2.091";"Study"
"";"C6000-A:C1";"PHOSPHATE";"PCCC 2";"519198";"2.580";"0.130";"-0.279";"389";"-0.014";"2.544";"0.049";"1.909";"Study"
"";"C6000-A:C1";"TOTAL PROTEIN";"PCCC 2";"519198";"77.800";"3.100";"0.122";"387";"0.005";"78.180";"1.238";"1.584";"Study"
"";"C6000-A:C1";"UREA";"PCCC 2";"519198";"20.700";"1.000";"-0.261";"18";"-0.013";"20.439";"0.336";"1.645";"Study"
"";"C6000-A:C1";"CREATININE";"PCCC 2";"519198";"347.000";"21.000";"0.252";"982";"0.015";"352.287";"6.523";"1.852";"Study"
"";"C6000-A:C1";"IRON";"PCCC 2";"519198";"43.000";"2.600";"0.060";"375";"0.004";"43.156";"0.877";"2.031";"Study"
"";"C6000-A:C1";"URIC ACID";"PCCC 2";"519198";"0.576";"0.029";"0.412";"326";"0.021";"0.588";"0.012";"2.119";"Study"
"";"C6000-A:C1";"ASPARTATE TRANSAMINASE";"s-PCCC 2";"519198";"146.000";"9.000";"0.000";"6";"0.000";"146.000";"0.914";"0.626";"Study"
"";"C6000-A:C1";"TRIGLYCERIDE";"s-PCCC 2";"519198";"2.430";"0.120";"-0.023";"11";"-0.001";"2.427";"0.049";"2.002";"Study"
"";"C6000-A:C1";"TRANSFERRIN";"s-PCCC 2";"519198";"3.420";"0.210";"0.262";"6";"0.016";"3.475";"0.036";"1.042";"Study"
"";"C6000-A:C1";"GAMMA-GLUTAMYL TRANSFERASE";"s-PCCC 2";"519198";"225.000";"14.000";"-0.143";"7";"-0.009";"223.000";"2.944";"1.320";"Study"
"";"C6000-A:C1";"LACTATE DEHYDROGENASE";"s-PCCC 2";"519198";"310.000";"19.000";"0.203";"7";"0.012";"313.857";"5.669";"1.806";"Study"
"";"C6000-A:C1";"LIPASE";"s-PCCC 2";"519198";"101.000";"6.000";"-0.137";"5";"-0.008";"100.180";"1.506";"1.503";"Study"
"";"C6000-A:C1";"C-REACTIVE PROTEIN";"s-PCCC 2";"519198";"53.300";"3.600";"-1.076";"5";"-0.073";"49.426";"0.379";"0.768";"Study"
"";"C6000-A:ISE1";"SODIUM";"s-PCCC 2";"519198";"136.000";"4.000";"0.345";"714";"0.010";"137.380";"1.955";"1.423";"Study"
"";"C6000-A:ISE1";"POTASSIUM";"s-PCCC 2";"519198";"7.060";"0.210";"0.424";"717";"0.013";"7.149";"0.119";"1.669";"Study"
"";"C6000-A:ISE1";"CHLORIDE";"s-PCCC 2";"519198";"103.000";"3.000";"0.745";"712";"0.022";"105.235";"1.839";"1.747";"Study"
"";"C6000-A:C1";"ALKALINE PHOSPHATASE";"s-PCCC 2";"519198";"236.000";"15.000";"0.254";"619";"0.016";"239.817";"10.147";"4.231";"Study"
"";"C6000-A:C1";"TOTAL CHOLESTEROL";"s-PCCC 2";"519198";"4.480";"0.220";"-0.061";"610";"-0.003";"4.467";"0.087";"1.944";"Study"
"";"C6000-A:C1";"UREA";"s-PCCC 2";"519198";"20.700";"1.000";"-0.294";"644";"-0.014";"20.406";"0.540";"2.645";"Study"
"";"C6000-A:C1";"ALANINE TRANSAMINASE";"s-PCCC 2";"519198";"120.000";"7.000";"-0.561";"7";"-0.033";"116.071";"1.633";"1.407";"Study"
"";"C6000-A:C1";"HDL CHOLESTEROL";"s-PCCC 2";"519198";"1.460";"0.120";"0.857";"7";"0.070";"1.563";"0.062";"3.939";"Study"
"";"C6000-A:C1";"CREATINE KINASE Gen 2";"s-PCCC 2";"519198";"264.000";"16.000";"-0.430";"8";"-0.026";"257.125";"2.748";"1.069";"Study"
"";"C6000-B:ISE1";"SODIUM";"s-PCCC 2-B";"519198";"136.000";"4.000";"0.233";"697";"0.007";"136.933";"2.021";"1.476";"Study"
"";"C6000-B:C2";"ALBUMIN";"s-PCCC 2-B";"519198";"50.200";"3.000";"-0.083";"584";"-0.005";"49.950";"1.388";"2.779";"Study"
"";"C6000-B:C2";"ALKALINE PHOSPHATASE";"s-PCCC 2-B";"519198";"236.000";"15.000";"0.118";"588";"0.008";"237.776";"10.384";"4.367";"Study"
"";"C6000-B:C2";"TOTAL CHOLESTEROL";"s-PCCC 2-B";"519198";"4.480";"0.220";"0.044";"604";"0.002";"4.490";"0.088";"1.966";"Study"
"";"C6000-B:C2";"UREA";"s-PCCC 2-B";"519198";"20.700";"1.000";"-0.029";"639";"-0.001";"20.671";"0.517";"2.502";"Study"
"";"C6000-B:C2";"HAPTOGLOBIN";"s-PCCC 2-B";"519198";"1.240";"0.100";"-0.430";"7";"-0.035";"1.197";"0.008";"0.699";"Study"
"";"C6000-B:C2";"GAMMA-GLUTAMYL TRANSFERASE";"s-PCCC 2-B";"519198";"225.000";"14.000";"-0.143";"9";"-0.009";"223.000";"1.323";"0.593";"Study"
"";"C6000-B:C2";"ALPHA 1-ANTITRYPSIN";"s-PCCC 2-B";"519198";"1.210";"0.100";"0.663";"4";"0.055";"1.276";"0.011";"0.897";"Study"
"";"C6000-B:C2";"COMPLEMENT C3";"s-PCCC 2-B";"519198";"1.570";"0.130";"-0.031";"4";"-0.003";"1.566";"0.022";"1.416";"Study"
"";"C6000-B:C2";"COMPLEMENT C4";"s-PCCC 2-B";"519198";"0.224";"0.018";"-0.792";"4";"-0.064";"0.210";"0.003";"1.192";"Study"
"";"C6000-B:C2";"ALANINE TRANSAMINASE";"s-PCCC 2-B";"519198";"120.000";"7.000";"-0.461";"7";"-0.027";"116.771";"0.969";"0.830";"Study"
"";"C6000-B:C2";"ASPARTATE TRANSAMINASE";"s-PCCC 2-B";"519198";"146.000";"9.000";"-0.191";"6";"-0.012";"144.283";"0.578";"0.400";"Study"
"";"C6000-B:C2";"IMMUNOGLOBULIN A";"s-PCCC 2-B";"519198";"2.420";"0.190";"0.079";"4";"0.006";"2.435";"0.017";"0.711";"Study"
"";"C6000-B:C2";"IMMUNOGLOBULIN G";"s-PCCC 2-B";"519198";"11.800";"0.700";"0.479";"4";"0.028";"12.135";"0.030";"0.247";"Study"
"";"C6000-B:C2";"IMMUNOGLOBULIN M";"s-PCCC 2-B";"519198";"1.040";"0.080";"0.669";"4";"0.051";"1.094";"0.016";"1.502";"Study"
"";"C6000-B:C2";"LACTATE";"s-PCCC 2-B";"519198";"3.810";"0.230";"-0.402";"4";"-0.024";"3.718";"0.005";"0.134";"Study"
"";"C6000-B:C2";"LACTATE DEHYDROGENASE";"s-PCCC 2-B";"519198";"310.000";"19.000";"0.114";"6";"0.007";"312.167";"1.722";"0.552";"Study"
"";"C6000-B:C2";"TOTAL PROTEIN";"s-PCCC 2-B";"519198";"77.800";"3.100";"0.081";"6";"0.003";"78.050";"0.561";"0.719";"Study"
"";"C6000-B:C2";"C-REACTIVE PROTEIN";"s-PCCC 2-B";"519198";"53.300";"3.600";"-0.221";"6";"-0.015";"52.503";"0.818";"1.557";"Study"
"";"C6000-B:C2";"URIC ACID";"s-PCCC 2-B";"519198";"0.576";"0.029";"0.207";"7";"0.010";"0.582";"0.004";"0.620";"Study"
"";"C6000-B:C2";"LITHIUM";"s-PCCC 2-B";"519198";"1.800";"0.070";"-0.048";"6";"-0.002";"1.797";"0.032";"1.783";"Study"
"";"C6000-B:C2";"APOPROTEIN A";"s-PCCC 2-B";"519198";"1.670";"0.130";"0.385";"1";"0.030";"1.720";"0.000";"0.000";"Study"
"";"C6000-B:C2";"APOPROTEIN B";"s-PCCC 2-B";"519198";"0.779";"0.062";"0.113";"1";"0.009";"0.786";"0.000";"0.000";"Study"
"";"C6000-B:ISE1";"POTASSIUM";"s-PCCC 2-B";"519198";"7.060";"0.210";"0.252";"686";"0.007";"7.113";"0.111";"1.560";"Study"
"";"C6000-B:ISE1";"CHLORIDE";"s-PCCC 2-B";"519198";"106.000";"3.000";"0.020";"696";"0.001";"106.061";"1.948";"1.837";"Study"
"";"C6000-B:C2";"BICARBONATE";"AMM-P";"587881";"33.800";"2.000";"-0.818";"214";"-0.048";"32.164";"1.089";"3.387";"Study"
"";"C6000-B:C2";"AMMONIA";"AMM-P";"587881";"219.000";"15.000";"0.315";"227";"0.022";"223.730";"6.396";"2.859";"Study"
"";"C6000-B:E4-2";"Anti-SARS-CoV-2 S Qaun";"PC ACOV2S1";"613123";"0.400";"0.100";"0.023";"24";"0.006";"0.402";"0.011";"2.740";"Study"
"";"C6000-B:E4-2";"Anti-SARS-CoV-2 S Qaun";"PC ACOV2S2";"613282";"7.830";"0.910";"0.045";"23";"0.005";"7.871";"0.404";"5.134";"Study"
"";"LIAISON XL";"Herpes Simplex Virus 1 IgG ";"HSV-1 IgG NC";"212052";"0.010";"0.067";"0.000";"74";"0.000";"0.010";"0.000";"0.000";"In use"
"";"LIAISON XL";"Herpes Simplex Virus 1 IgG ";"HSV-1 IgG PC";"213052";"1.952";"0.217";"0.038";"72";"0.004";"1.960";"0.190";"9.670";"In use"
"";"LIAISON XL";"Herpes Simplex Virus IgM";"HSV-MNeg";"6720420";"0.500";"0.100";"0.000";"79";"0.000";"0.500";"0.000";"0.000";"In use"
"";"LIAISON XL";"Herpes Simplex Virus IgM";"HSV-MPos";"6860450";"1.660";"0.243";"-1.070";"79";"-0.157";"1.400";"0.145";"10.323";"In use"
"";"C6000-A:C1";"CREATININE URINE";"PP PUC";"602710";"4.660";"0.280";"-0.460";"385";"-0.028";"4.531";"0.130";"2.867";"Study"
"";"C6000-A:C1";"ALBUMIN URINE";"PP PUC";"602710";"121.000";"10.000";"0.105";"161";"0.009";"122.050";"4.113";"3.370";"Study"
"";"C6000-A:C1";"PROTEIN URINE";"PP PUC";"602710";"1.260";"0.100";"-0.213";"162";"-0.017";"1.239";"0.025";"2.046";"Study"
"";"C6000-A:C1";"PROTEIN CSF";"PPPUC TPC3";"602710";"1.510";"0.150";"-0.146";"165";"-0.014";"1.488";"0.021";"1.389";"Study"
"";"C6000-A:C1";"IGG CSF";"PPPUC TPC3";"602710";"135.000";"11.000";"-0.136";"154";"-0.011";"133.509";"4.377";"3.278";"Study"
"";"C6000-A:C1";"ALBUMIN CSF";"PPPUC TPC3";"602710";"129.000";"10.000";"-0.125";"157";"-0.010";"127.754";"5.535";"4.332";"Study"
"";"C6000-B:C2";"RHD3";"PPA1c H";"563451";"10.700";"0.600";"-0.147";"515";"-0.008";"10.612";"0.327";"3.079";"Study"
"";"C6000-B:C2";"GLYCATED HAEMOGLOBIN (NGSP)";"PCA1P";"563451";"10.600";"0.320";"0.323";"589";"0.010";"10.703";"0.161";"1.508";"Study"
"";"DCA UCT";"MALB POC";"DCA MALB/ CREAT LOW";"0060";"31.200";"2.067";"-0.560";"24";"-0.037";"30.042";"1.684";"5.607";"In use"
"";"DCA UCT";"CREATP";"DCA MALB/ CREAT LOW";"0060";"9.100";"0.600";"0.659";"23";"0.043";"9.496";"0.444";"4.672";"In use"
"";"LIAISON XL";"Epstein Barr Virus VCA IgM";"EBV IgM NC";"5420510";"10.000";"2.500";"0.000";"52";"0.000";"10.000";"0.000";"0.000";"In use"
"";"LIAISON XL";"Epstein Barr Virus VCA IgM";"EBV IgM PC";"5650560";"95.600";"14.133";"-0.414";"52";"-0.061";"89.742";"9.737";"10.850";"In use"
"";"OSMO1";"Urine osmolality";"Randox Urine QC 2";"1209UC";"414.000";"41.500";"0.028";"32";"0.003";"415.156";"2.807";"0.676";"Study"
"";"OSMO1";"Urine osmolality";"Randox Urine QC 3";"1210UC";"804.800";"4.570";"0.507";"34";"0.003";"807.118";"4.721";"0.585";"Study"
"";"C6000-B:C2";"PARACETAMOL 2";"RIAP L2-B";"2124EC";"312.000";"15.500";"0.679";"77";"0.034";"322.526";"14.722";"4.565";"Study"
"";"C6000-B:E3-1";"THYROID STIMULATING HORMONE";"RIAP L2-B";"2124EC";"2.860";"0.285";"0.368";"90";"0.037";"2.965";"0.220";"7.416";"Study"
"";"C6000-B:E3-2";"BETA-HCG";"RIAP L2-B";"2124EC";"19.400";"1.950";"-0.559";"14";"-0.056";"18.310";"1.263";"6.899";"Study"
"";"C6000-A:C1";"ALBUMIN URINE";"PN PUC";"649811";"30.200";"2.400";"0.694";"183";"0.055";"31.864";"6.019";"18.891";"Study"
"";"C6000-A:C1";"PROTEIN URINE";"PN PUC";"649811";"0.169";"0.014";"0.271";"203";"0.022";"0.173";"0.010";"5.783";"Study"
"";"C6000-A:C1";"CREATININE URINE";"PN PUC";"649811";"9.110";"0.550";"-0.485";"401";"-0.029";"8.843";"0.183";"2.072";"Study"
"";"C6000-A:C1";"PROTEIN CSF";"PNPUC TPC3";"649811";"0.202";"0.020";"0.391";"186";"0.039";"0.210";"0.008";"3.890";"Study"
"";"C6000-A:C1";"IGG CSF";"PNPUC TPC3";"649811";"21.500";"1.700";"-0.129";"157";"-0.010";"21.281";"0.911";"4.280";"Study"
"";"C6000-A:E2-1";"PROCALCITONIN (SENSITIVE)";"PC PCT1";"614519";"0.510";"0.040";"-0.341";"61";"-0.027";"0.496";"0.012";"2.425";"Study"
"";"C6000-A:E2-1";"PROCALCITONIN (SENSITIVE)";"PC PCT2";"614523";"9.980";"0.600";"-0.684";"61";"-0.041";"9.569";"0.255";"2.660";"Study"
"";"C6000-A:E2-1";"ANTI-THYROGLOBULIN AB";"PC THYRO1";"612139";"88.800";"8.880";"1.405";"87";"0.140";"101.275";"3.948";"3.899";"Study"
"";"C6000-A:E1-1";"ANTI-THYROID PEROXIDASE AB";"PC THYRO1";"612139";"57.300";"5.730";"-0.195";"21";"-0.020";"56.180";"3.408";"6.066";"Study"
"";"C6000-A:E2-1";"ANTI-THYROGLOBULIN AB";"PC THYRO2";"612140";"221.000";"22.100";"-0.147";"110";"-0.015";"217.754";"12.418";"5.703";"Study"
"";"C6000-A:E1-1";"ANTI-THYROID PEROXIDASE AB";"PC THYRO2";"612140";"114.000";"7.980";"-0.232";"24";"-0.016";"112.150";"4.256";"3.795";"Study"
"";"LIAISON XL";"Insulin-like growth factor I";"IGF-1 L1";"1412084";"54.000";"7.233";"0.861";"35";"0.115";"60.231";"8.127";"13.493";"In use"
"";"LIAISON XL";"Insulin-like growth factor I";"IGF-1 L2";"1422084";"253.000";"29.333";"-0.504";"37";"-0.058";"238.219";"37.909";"15.914";"In use"
"";"C6000-B:C2";"BICARBONATE";"AMM-N";"644004";"17.000";"1.000";"0.956";"160";"0.056";"17.956";"0.888";"4.943";"In use"
"";"C6000-B:C2";"AMMONIA";"AMM-N";"644004";"62.500";"4.200";"0.243";"167";"0.016";"63.522";"2.299";"3.620";"In use"
"";"C6000-B:C2";"BICARBONATE";"AMM-P";"623128";"30.700";"1.800";"-0.567";"65";"-0.033";"29.680";"1.129";"3.804";"Study"
"";"C6000-B:C2";"AMMONIA";"AMM-P";"623128";"231.000";"15.000";"0.183";"81";"0.012";"233.749";"4.935";"2.111";"Study"
"";"C6000-A:C1";"ALBUMIN CSF";"LIQ SFC2";"56522";"323.000";"22.500";"-0.224";"128";"-0.016";"317.951";"11.625";"3.656";"Study"
"";"C6000-A:E2-1";"PROCALCITONIN (SENSITIVE)";"PC PCT1";"671597";"0.490";"0.030";"0.047";"108";"0.003";"0.491";"0.014";"2.904";"In use"
"";"C6000-A:E2-1";"PROCALCITONIN (SENSITIVE)";"PC PCT2";"671599";"9.390";"0.560";"-0.553";"107";"-0.033";"9.080";"0.192";"2.113";"In use"
"";"C6000-A:E1-1";"proBNP";"PC CARD1";"657390";"127.000";"7.620";"-0.108";"65";"-0.006";"126.177";"5.442";"4.313";"Study"
"";"C6000-A:E1-1";"proBNP";"PC CARD2";"657389";"4620.000";"277.000";"-0.491";"63";"-0.029";"4484.127";"183.837";"4.100";"Study"
"";"C6000-A:E2-1";"PARATHYROID HORMONE";"PC V1";"612148";"6.230";"0.560";"0.244";"66";"0.022";"6.367";"0.197";"3.088";"In use"
"";"C6000-A";"FERRITIN";"PC V1";"612148";"146.000";"13.100";"0.066";"5";"0.006";"146.860";"3.753";"2.556";"In use"
"";"C6000-A:E2-1";"FERRITIN";"PC V1";"612148";"146.000";"13.100";"0.008";"24";"0.001";"146.104";"2.606";"1.784";"In use"
"";"C6000-A:E2-1";"PARATHYROID HORMONE";"PC V2";"612151";"20.600";"1.650";"0.456";"20";"0.037";"21.353";"0.418";"1.958";"Study"
"";"C6000-A:E2-1";"ANTI-THYROGLOBULIN AB";"PC THYRO1";"669238";"58.000";"5.800";"0.791";"49";"0.079";"62.587";"2.929";"4.679";"In use"
"";"C6000-A:E1-1";"ANTI-THYROID PEROXIDASE AB";"PC THYRO1";"669238";"47.300";"4.730";"0.358";"12";"0.036";"48.993";"5.107";"10.423";"In use"
"";"C6000-A:E1-1";"ANTI-THYROID PEROXIDASE AB";"PC THYRO2";"669239";"109.000";"7.630";"0.287";"8";"0.020";"111.188";"3.416";"3.072";"In use"
"";"C6000-A:E2-1";"ANTI-THYROGLOBULIN AB";"PC THYRO2";"669239";"195.000";"19.500";"0.490";"28";"0.049";"204.564";"10.072";"4.924";"In use"
"";"C6000-B:ISE1";"SODIUM";"s-PCCC 2-B";"535719";"135.000";"4.000";"0.572";"188";"0.017";"137.287";"5.765";"4.199";"In use"
"";"C6000-B:ISE1";"POTASSIUM";"s-PCCC 2-B";"535719";"7.260";"0.220";"0.207";"190";"0.006";"7.306";"0.097";"1.328";"In use"
"";"C6000-B:ISE1";"CHLORIDE";"s-PCCC 2-B";"535719";"106.000";"3.000";"0.075";"188";"0.002";"106.224";"3.564";"3.356";"In use"
"";"C6000-B:C2";"ALBUMIN";"s-PCCC 2-B";"535719";"48.800";"2.900";"-0.403";"146";"-0.024";"47.631";"1.104";"2.319";"In use"
"";"C6000-B:C2";"ALKALINE PHOSPHATASE";"s-PCCC 2-B";"535719";"267.000";"16.000";"-0.558";"162";"-0.033";"258.068";"10.761";"4.170";"In use"
"";"C6000-B:C2";"TOTAL CHOLESTEROL";"s-PCCC 2-B";"535719";"4.400";"0.220";"-0.407";"158";"-0.020";"4.310";"0.072";"1.663";"In use"
"";"C6000-B:C2";"UREA";"s-PCCC 2-B";"535719";"20.600";"1.000";"-0.549";"164";"-0.027";"20.051";"0.436";"2.175";"In use"
"";"C6000-A:ISE1";"SODIUM";"s-PCCC 2";"535719";"135.000";"4.000";"0.843";"193";"0.025";"138.373";"1.892";"1.367";"In use"
"";"C6000-A:ISE1";"POTASSIUM";"s-PCCC 2";"535719";"7.260";"0.220";"0.605";"192";"0.018";"7.393";"0.121";"1.631";"In use"
"";"C6000-A:ISE1";"CHLORIDE";"s-PCCC 2";"535719";"103.000";"3.000";"0.816";"193";"0.024";"105.448";"1.748";"1.658";"In use"
"";"C6000-A:C1";"ALKALINE PHOSPHATASE";"s-PCCC 2";"535719";"267.000";"16.000";"0.013";"160";"0.001";"267.206";"14.618";"5.471";"In use"
"";"C6000-A:C1";"TOTAL CHOLESTEROL";"s-PCCC 2";"535719";"4.400";"0.220";"-0.241";"165";"-0.012";"4.347";"0.102";"2.356";"In use"
"";"C6000-A:C1";"UREA";"s-PCCC 2";"535719";"20.600";"1.000";"-0.651";"167";"-0.032";"19.949";"0.626";"3.139";"In use"
"";"C6000-A:C1";"PROTEIN CSF";"PNPUC TPC3";"673292";"0.218";"0.022";"-0.170";"41";"-0.017";"0.214";"0.007";"3.396";"In use"
"";"C6000-A:C1";"IGG CSF";"PNPUC TPC3";"673292";"21.200";"1.700";"-0.717";"35";"-0.057";"19.981";"0.950";"4.753";"In use"
"";"LIAISON XL";"Renin";"RENIN L1";"7520333";"27.785";"2.315";"-0.795";"6";"-0.066";"25.945";"0.837";"3.225";"In use"
"";"LIAISON XL";"Renin";"RENIN L2";"7530333";"109.460";"9.113";"-0.320";"6";"-0.027";"106.543";"7.017";"6.586";"In use"
"";"C6000-B:C2";"ADENOSINE DEAMINASE FLUID";"ADA 0";"ADCL02210";"10.700";"0.600";"0.932";"106";"0.052";"11.259";"0.343";"3.044";"Study"
"";"C6000-B:E3-1";"HEP B CORE IGM";"PC HBCIGM1";"582184";"0.062";"0.010";"-0.263";"336";"-0.042";"0.060";"0.003";"5.204";"In use"
"";"C6000-B:E3-1";"HEP B CORE IGM";"PC HBCIGM2";"582187";"2.961";"0.300";"0.190";"333";"0.019";"3.018";"0.216";"7.157";"In use"
"";"C6000-B:E3-2";"HEP A IGM";"PC HAVIGM1";"641894";"0.279";"0.011";"-0.124";"235";"-0.005";"0.278";"0.010";"3.698";"Study"
"";"C6000-B:E3-2";"HEP A IGM";"PC HAVIGM2";"641897";"2.370";"0.320";"0.175";"233";"0.024";"2.426";"0.217";"8.940";"Study"
"";"LIAISON XL";"Insulin-like growth factor I";"IGF-1 L1";"1412082";"54.000";"7.233";"0.186";"5";"0.025";"55.344";"3.754";"6.784";"Study"
"";"LIAISON XL";"Insulin-like growth factor I";"IGF-1 L2";"1422082";"253.000";"29.330";"-0.647";"6";"-0.075";"234.017";"21.369";"9.131";"Study"
"";"C6000-A:C1";"ALBUMIN URINE";"PP PUC";"637091";"117.000";"9.000";"0.330";"121";"0.025";"119.967";"4.208";"3.508";"Study"
"";"C6000-A:C1";"PROTEIN URINE";"PP PUC";"637091";"1.370";"0.110";"-0.256";"122";"-0.021";"1.342";"0.027";"2.016";"Study"
"";"C6000-A:C1";"CREATININE URINE";"PP PUC";"637091";"4.510";"0.270";"0.045";"239";"0.003";"4.522";"0.096";"2.125";"Study"
"";"C6000-A:C1";"PROTEIN CSF";"PPPUC TPC3";"637091";"1.640";"0.160";"-0.148";"122";"-0.014";"1.616";"0.048";"2.991";"Study"
"";"C6000-A:C1";"IGG CSF";"PPPUC TPC3";"637091";"142.000";"11.000";"0.033";"101";"0.003";"142.362";"3.608";"2.534";"Study"
"";"C6000-A:C1";"ALBUMIN CSF";"PPPUC TPC3";"637091";"120.000";"10.000";"0.178";"120";"0.015";"121.775";"6.003";"4.929";"Study"
"";"C6000-A:E2-1";"HIGH-SENSITIVITY TROPONIN T";"PC TN1";"629183";"28.600";"2.570";"0.055";"164";"0.005";"28.741";"0.950";"3.304";"Study"
"";"C6000-B:E3-1";"HIGH-SENSITIVITY TROPONIN T";"PC TN1-B";"629183";"28.600";"2.570";"0.526";"176";"0.047";"29.951";"1.212";"4.046";"Study"
